id,primary_property_type
159652,Multifamily Housing
251520,K-12 School
114874,
252034,Senior Care Community
109613,Prison/Incarceration
238480,Multifamily Housing
251945,
172253,Residential Care Facility
251793,K-12 School
149732,Multifamily Housing
102079,Fitness Center/Health Club/Gym
172725,Supermarket/Grocery Store
114455,Multifamily Housing
251544,K-12 School
240284,Multifamily Housing
105340,Multifamily Housing
101969,Office
251251,Multifamily Housing
175890,Multifamily Housing
250099,Multifamily Housing
230281,Multifamily Housing
101751,
252270,Multifamily Housing
137642,Strip Mall
160262,Multifamily Housing
234838,Multifamily Housing
113396,Multifamily Housing
251554,K-12 School
149732,Multifamily Housing
253905,Multifamily Housing
251373,K-12 School
251348,K-12 School
251703,
251761,K-12 School
250072,Multifamily Housing
102544,College/University
252052,College/University
158133,Office
250067,Office
251214,Mixed Use Property
100489,
157607,Multifamily Housing
174215,Multifamily Housing
236480,Multifamily Housing
253961,Multifamily Housing
158958,Hospital (General Medical & Surgical)
251346,Office
104226,Multifamily Housing
251297,Medical Office
238973,Multifamily Housing
102946,Multifamily Housing
251427,K-12 School
251282,Multifamily Housing
250165,Other
252270,Multifamily Housing
254171,College/University
251226,Office
120218,Wholesale Club/Supercenter
242172,Multifamily Housing
251780,Worship Facility
160257,Multifamily Housing
251418,K-12 School
159739,Multifamily Housing
115341,Multifamily Housing
250017,Other - Recreation
243527,Multifamily Housing
251278,Multifamily Housing
173752,Multifamily Housing
125763,Retail Store
251741,K-12 School
103782,Hotel
251473,K-12 School
251695,K-12 School
254976,Multifamily Housing
251660,K-12 School
229402,Multifamily Housing
103812,Office
158088,Office
251365,K-12 School
250077,Multifamily Housing
156350,Hotel
162321,K-12 School
175157,Multifamily Housing
159044,Multifamily Housing
104511,Multifamily Housing
251580,K-12 School
160299,Multifamily Housing
243246,Multifamily Housing
254352,Worship Facility
113466,Multifamily Housing
221751,Multifamily Housing
250087,Multifamily Housing
134775,College/University
251740,K-12 School
116336,Multifamily Housing
176010,Office
251730,
251407,K-12 School
250118,Hospital (General Medical & Surgical)
251488,
252266,Multifamily Housing
252060,Office
252044,College/University
129735,Senior Care Community
137212,Multifamily Housing
242510,Multifamily Housing
113540,Multifamily Housing
103315,Multifamily Housing
251444,K-12 School
239630,Multifamily Housing
173766,Multifamily Housing
254160,Office
172128,Worship Facility
175516,Multifamily Housing
159936,Multifamily Housing
103602,Office
250109,Multifamily Housing
251606,K-12 School
222150,Multifamily Housing
237018,Multifamily Housing
250175,Multifamily Housing
172685,Retail Store
251957,Laboratory
121222,Multifamily Housing
101217,Multifamily Housing
159892,Multifamily Housing
251461,
101448,Multifamily Housing
101733,Office
159810,Multifamily Housing
240122,Multifamily Housing
251768,Office
251532,K-12 School
101745,Office
172380,Multifamily Housing
128800,Office
175876,Multifamily Housing
174028,Office
251613,K-12 School
250176,Office
113487,Multifamily Housing
138730,Strip Mall
101396,Multifamily Housing
251429,K-12 School
250073,Multifamily Housing
158868,Laboratory
160211,Hotel
251521,K-12 School
130726,Multifamily Housing
254359,Other - Recreation
117067,Multifamily Housing
238367,Multifamily Housing
101547,Hospital (General Medical & Surgical)
173487,
101797,Office
252289,Multifamily Housing
100469,
251222,Office
127079,
103816,Office
159799,Multifamily Housing
175046,Multifamily Housing
239016,Multifamily Housing
227730,Multifamily Housing
172812,Multifamily Housing
251505,K-12 School
243071,Multifamily Housing
255952,Multifamily Housing
101852,Hotel
131999,
112724,Multifamily Housing
149001,Senior Care Community
251315,Supermarket/Grocery Store
253983,Multifamily Housing
146897,Multifamily Housing
101013,Multifamily Housing
136695,
238799,Multifamily Housing
103595,Office
253983,Multifamily Housing
101987,Office
159982,Multifamily Housing
242586,Multifamily Housing
174206,Multifamily Housing
250057,Outpatient Rehabilitation/Physical Therapy
252240,Medical Office
136784,Other - Lodging/Residential
250147,Office
113489,Multifamily Housing
100946,Multifamily Housing
102323,Multifamily Housing
172800,Multifamily Housing
237373,Multifamily Housing
173598,Other - Entertainment/Public Assembly
174203,Multifamily Housing
175892,
101507,College/University
117358,
156840,Multifamily Housing
172396,Worship Facility
250001,Office
123973,Office
172252,Residential Care Facility
134895,Fitness Center/Health Club/Gym
101757,Mixed Use Property
101790,Office
250137,Hotel
101889,Office
101710,Multifamily Housing
252039,Laboratory
250044,K-12 School
223537,Multifamily Housing
103598,Office
251409,K-12 School
160434,Multifamily Housing
251329,College/University
251907,
253987,Multifamily Housing
174289,Office
172725,Supermarket/Grocery Store
130168,Other - Specialty Hospital
159524,Multifamily Housing
160322,Multifamily Housing
137063,Multifamily Housing
158646,Multifamily Housing
252047,College/University
231520,Multifamily Housing
100856,Indoor Arena
254994,Hotel
133879,Retail Store
251600,K-12 School
251427,K-12 School
252025,K-12 School
173789,
119689,Office
120445,
132823,Senior Care Community
172078,
101776,Hotel
243057,Multifamily Housing
158387,Hotel
254572,Multifamily Housing
251589,K-12 School
255939,
251479,K-12 School
160248,Multifamily Housing
104206,Multifamily Housing
254102,Multifamily Housing
251886,
165224,K-12 School
251521,K-12 School
251634,K-12 School
106819,K-12 School
101724,Office
159733,Multifamily Housing
123973,
113688,Multifamily Housing
251573,K-12 School
252025,K-12 School
251359,K-12 School
251344,Supermarket/Grocery Store
173949,Multifamily Housing
175981,Office
173934,Multifamily Housing
157919,Residential Care Facility
250086,Multifamily Housing
172541,Multifamily Housing
116720,Senior Care Community
260116,
148904,
103630,Hospital (General Medical & Surgical)
175422,
102331,K-12 School
160319,Multifamily Housing
208356,K-12 School
254064,Multifamily Housing
252313,Office
244426,Multifamily Housing
172703,
121102,Medical Office
251244,Multifamily Housing
243773,Multifamily Housing
173625,Office
103739,Office
158646,Multifamily Housing
113652,Multifamily Housing
251959,College/University
252048,Office
172343,Retail Store
243937,Multifamily Housing
146897,Multifamily Housing
147685,Multifamily Housing
251511,K-12 School
251630,K-12 School
146828,Multifamily Housing
101407,Multifamily Housing
253991,Multifamily Housing
251440,K-12 School
101950,Office
160296,Multifamily Housing
251930,Multifamily Housing
243578,Multifamily Housing
251884,K-12 School
118776,College/University
159537,Hotel
251702,K-12 School
254998,Multifamily Housing
241892,Multifamily Housing
252258,Multifamily Housing
134982,Multifamily Housing
134783,College/University
174167,Multifamily Housing
101592,Multifamily Housing
103743,Office
251523,K-12 School
160244,Multifamily Housing
160427,Multifamily Housing
113617,Multifamily Housing
242048,Multifamily Housing
103661,Multifamily Housing
251249,Multifamily Housing
251751,K-12 School
251221,Office
160419,Multifamily Housing
135103,Office
106158,Multifamily Housing
231775,Multifamily Housing
238049,Multifamily Housing
119055,Retail Store
101343,Multifamily Housing
101890,Other - Specialty Hospital
117311,Other - Specialty Hospital
105451,Multifamily Housing
157159,Strip Mall
251506,K-12 School
101940,Enclosed Mall
100851,Office
158406,Office
156711,Office
158227,Multifamily Housing
106819,K-12 School
253958,Multifamily Housing
251414,K-12 School
251370,K-12 School
105484,Multifamily Housing
251572,K-12 School
100572,K-12 School
243246,Multifamily Housing
163380,Retail Store
157348,Multifamily Housing
242048,Multifamily Housing
165328,Residence Hall/Dormitory
158287,Hotel
214742,Multifamily Housing
161901,K-12 School
172719,Multifamily Housing
160434,Multifamily Housing
101839,Office
118557,Senior Care Community
241042,Multifamily Housing
101961,Office
173915,Multifamily Housing
251669,K-12 School
251949,Laboratory
251780,Worship Facility
251593,K-12 School
251590,K-12 School
111893,Office
156693,Medical Office
252240,Medical Office
159111,Other - Specialty Hospital
132798,Office
244534,Multifamily Housing
101537,
105044,Multifamily Housing
251363,K-12 School
252322,Multifamily Housing
238554,Multifamily Housing
112016,Multifamily Housing
157011,K-12 School
251788,K-12 School
159571,Multifamily Housing
251482,K-12 School
103679,Office
251255,Multifamily Housing
158429,
160260,Multifamily Housing
172306,Office
250127,Hospital (General Medical & Surgical)
160082,Hotel
101718,Office
250164,Office
157159,Strip Mall
238747,Multifamily Housing
101722,Office
165353,Supermarket/Grocery Store
119128,Office
102332,College/University
158596,
160397,Multifamily Housing
122005,Supermarket/Grocery Store
157602,Multifamily Housing
157997,Multifamily Housing
254379,Multifamily Housing
156874,Senior Care Community
160354,Multifamily Housing
239096,Multifamily Housing
102323,
251370,K-12 School
250053,K-12 School
125859,Other - Mall
231205,Multifamily Housing
250134,Office
112638,Mixed Use Property
251330,College/University
251792,Mixed Use Property
254353,Strip Mall
158472,Multifamily Housing
251258,Multifamily Housing
161053,Residence Hall/Dormitory
159896,Multifamily Housing
134363,Office
251671,K-12 School
105150,Multifamily Housing
174126,Supermarket/Grocery Store
105725,Multifamily Housing
251210,Senior Care Community
168538,Multifamily Housing
103766,Office
250048,K-12 School
135660,Multifamily Housing
242264,Multifamily Housing
255937,
251266,Office
105490,Multifamily Housing
165253,Other
111083,
254094,
214742,Multifamily Housing
251431,K-12 School
128007,
173817,Senior Care Community
172795,
214742,Multifamily Housing
175334,Multifamily Housing
101559,Office
112468,Multifamily Housing
242048,Multifamily Housing
130442,Office
172725,Supermarket/Grocery Store
251533,K-12 School
251874,K-12 School
172124,Office
250093,Multifamily Housing
158215,Residence Hall/Dormitory
115316,Multifamily Housing
251412,
254113,Multifamily Housing
250155,Office
251253,Multifamily Housing
175542,Multifamily Housing
103681,Residence Hall/Dormitory
101881,Office
102125,Medical Office
156576,Office
221086,Multifamily Housing
106102,Multifamily Housing
250066,Office
165924,Multifamily Housing
160304,Multifamily Housing
250114,Multifamily Housing
251338,College/University
172679,Retail Store
131155,Office
115231,Multifamily Housing
250165,Mixed Use Property
176015,Multifamily Housing
102332,College/University
159560,Multifamily Housing
251509,K-12 School
251731,K-12 School
251327,College/University
101975,College/University
101795,Office
172169,
244099,Multifamily Housing
251388,K-12 School
250056,K-12 School
158425,Hotel
103600,Office
129920,Office
101791,Office
134363,
173597,Office
244591,Multifamily Housing
251561,K-12 School
101839,Office
102568,Multifamily Housing
254076,Multifamily Housing
174167,Multifamily Housing
101980,College/University
114339,Multifamily Housing
175979,Senior Care Community
104288,Multifamily Housing
175995,Office
160260,Multifamily Housing
103770,Financial Office
132798,Office
103630,Hospital (General Medical & Surgical)
251878,K-12 School
161305,K-12 School
241007,Multifamily Housing
104789,Multifamily Housing
112638,Prison/Incarceration
158526,Hotel
251589,K-12 School
240557,Multifamily Housing
103789,K-12 School
251738,
174167,Multifamily Housing
251476,K-12 School
122005,Supermarket/Grocery Store
167562,K-12 School
105315,Multifamily Housing
174498,Multifamily Housing
161181,College/University
156021,
101907,Office
175658,Multifamily Housing
251355,K-12 School
252309,Multifamily Housing
101913,Office
252053,Laboratory
251320,Supermarket/Grocery Store
121264,College/University
160164,
103573,Multifamily Housing
250068,Adult Education
105852,Multifamily Housing
250078,Multifamily Housing
251390,K-12 School
132118,Senior Care Community
251676,K-12 School
172318,Multifamily Housing
101755,Office
254534,Multifamily Housing
252059,Other - Entertainment/Public Assembly
250105,Multifamily Housing
251312,Retail Store
111545,Multifamily Housing
237722,Multifamily Housing
101708,Office
251789,K-12 School
175548,Other
101835,Office
255005,Multifamily Housing
172787,Multifamily Housing
251545,K-12 School
251211,Retail Store
243278,Multifamily Housing
101179,Hospital (General Medical & Surgical)
134533,Office
104095,Strip Mall
250125,Hospital (General Medical & Surgical)
156942,Residence Hall/Dormitory
160219,Hotel
252274,Multifamily Housing
251627,K-12 School
175157,Multifamily Housing
251724,K-12 School
158841,K-12 School
252065,College/University
157964,Library
251448,K-12 School
260025,Senior Care Community
134779,College/University
241873,Multifamily Housing
251247,Multifamily Housing
124236,Enclosed Mall
100533,
254010,Multifamily Housing
251552,
173495,K-12 School
251372,K-12 School
251455,
139602,
175603,Strip Mall
238266,Multifamily Housing
160262,Multifamily Housing
251466,K-12 School
250114,Multifamily Housing
251725,K-12 School
101715,Office
102032,Multifamily Housing
251871,K-12 School
251892,K-12 School
157458,Multifamily Housing
251674,K-12 School
101744,Office
253988,Office
100598,
254512,Multifamily Housing
250008,College/University
105252,Multifamily Housing
162360,K-12 School
103314,
250120,Hospital (General Medical & Surgical)
